MMSI,MessageType,Time,Channel,SpeedOverGround,Longitude,Latitude
710005570,1,2014-10-04T17:05:12,A,0,-39.78289413,-21.94279099
373498000,1,2014-10-04T17:05:13,A,12.6,-18.92508888,-26.29081726
212744000,3,2014-10-04T17:05:13,A,11.8,-38.77440262,-20.17869377
477341000,1,2014-10-04T17:05:18,A,11.5,-19.25304985,-25.75913239
229021000,3,2014-10-04T17:05:20,A,0.4,-39.77070618,-21.96045113
636012477,1,2014-10-04T17:05:21,A,7.8,-40.42547226,-26.78266907
249029000,1,2014-10-04T17:05:24,A,12.6,-31.59887695,-18.72487259
354422000,1,2014-10-04T17:05:25,A,9.2,-34.88954926,-14.30510044
566405000,1,2014-10-04T17:05:25,A,15.5,-25.50258255,-27.97689629
538004444,1,2014-10-04T17:05:27,A,10.3,-29.15328026,-17.76729584
371803000,1,2014-10-04T17:05:28,A,10.3,-20.25756645,-26.11264992
636015575,1,2014-10-04T17:05:28,A,11.2,-22.61776733,-27.85404968
566405000,1,2014-10-04T17:05:30,A,15.9,-25.50307083,-27.97677422
305635000,1,2014-10-04T17:05:44,A,10.5,-35.84719467,-26.46906662
225386000,1,2014-10-04T17:05:46,A,0,-40.98028183,-21.80171585
538005546,1,2014-10-04T17:05:49,A,17.5,-36.72370148,-17.90560913
373320000,1,2014-10-04T17:05:52,A,10.9,-34.89075851,-8.383852005
373498000,1,2014-10-04T17:05:53,A,12.5,-18.9265461,-26.28890228
373227000,1,2014-10-04T17:05:54,A,11.2,-29.54453087,-19.62348557
211738000,1,2014-10-04T17:05:58,A,11.5,-43.49258423,-23.26316643
710000768,3,2014-10-04T17:06:02,A,1.5,-40.76895142,-22.86648369
354794000,1,2014-10-04T17:06:03,A,13,-39.88314819,-22.98788261
311584000,1,2014-10-04T17:06:04,A,10.7,-40.73883438,-22.30796623
311073400,1,2014-10-04T17:06:07,A,9,-21.25406647,-26.55626678
371075000,1,2014-10-04T17:06:08,A,0.1,-42.44980621,-24.6301899
538004842,1,2014-10-04T17:06:14,A,0,-39.73907852,-21.99325752
353578000,1,2014-10-04T17:06:15,A,12.6,-40.81943512,-24.18020248
239698000,1,2014-10-04T17:06:16,A,10.3,-29.93441582,-22.99846649
477757000,1,2014-10-04T17:06:17,A,10.5,-39.83398438,-22.83885002
232003890,1,2014-10-04T17:06:18,A,2.2,-40.62665939,-22.41692352
311032500,3,2014-10-04T17:06:19,A,0.3,-40.20744705,-20.31523132
477611000,1,2014-10-04T17:06:19,A,13,-23.13450623,-16.75086212
373839000,1,2014-10-04T17:06:24,A,12,-39.10828781,-20.56345177
309407000,1,2014-10-04T17:06:25,A,0.3,-40.05966568,-21.26033401
477757000,1,2014-10-04T17:06:27,A,10.8,-39.83363342,-22.83841705
367309010,1,2014-10-04T17:06:29,A,0,-39.99466705,-22.64850044
247209300,1,2014-10-04T17:06:33,A,0,-40.23616791,-22.64849854
311049500,1,2014-10-04T17:06:35,A,10.3,-41.24389648,-22.62068748
311065300,1,2014-10-04T17:06:35,A,1,-39.7813797,-22.17738914
710007580,1,2014-10-04T17:06:36,A,6.9,-41.03014755,-23.4815712
563254000,1,2014-10-04T17:06:38,A,11.4,-32.22972107,-21.22145081
258996000,1,2014-10-04T17:06:42,A,0.2,-40.22143555,-21.70832634
538004437,1,2014-10-04T17:06:42,A,9.6,-33.42801285,-28.09046745
247209300,1,2014-10-04T17:06:42,A,0,-40.23616791,-22.64849854
416481000,1,2014-10-04T17:06:43,A,17.1,-16.55871582,-14.54116821
229532000,1,2014-10-04T17:06:43,A,12.6,-31.56727409,-22.87635422
356330000,3,2014-10-04T17:06:43,A,13.5,-41.52139664,-22.89940262
239282000,1,2014-10-04T17:06:45,A,12.6,-37.6646347,-25.83855057
258859000,1,2014-10-04T17:06:51,A,5.9,-40.55802155,-20.7810955
636014800,3,2014-10-04T17:06:52,A,11.5,-40.45475006,-22.02975082
538002538,1,2014-10-04T17:06:53,A,0.2,-39.84727478,-22.09521866
636091424,1,2014-10-04T17:06:55,A,10.1,-43.71669006,-24.63772202
710008390,1,2014-10-04T17:06:55,A,0.9,-39.33732224,-19.84520912
477738100,1,2014-10-04T17:06:57,A,9.6,-32.31321716,-34.43628311
636011812,1,2014-10-04T17:06:58,A,0.4,-40.1111145,-22.49479675
538003496,1,2014-10-04T17:06:59,A,0.1,-40.04759216,-21.2391243
353508000,1,2014-10-04T17:07:02,A,10.6,-18.30643463,-17.21852875
710009260,1,2014-10-04T17:07:06,A,11.4,-35.98116684,-10.23970032
538004630,1,2014-10-04T17:07:06,A,10.5,-35.09373474,-14.24678326
538005227,1,2014-10-04T17:07:06,A,0.4,-41.76720047,-22.38367081
710013920,1,2014-10-04T17:07:09,A,0,-44.03058243,-23.00608253
564634000,1,2014-10-04T17:07:10,A,8.7,-36.39699173,-34.32100677
538004437,1,2014-10-04T17:07:11,A,9.5,-33.4267807,-28.09115982
210842000,1,2014-10-04T17:07:13,A,12.2,-33.32499313,-33.25584793
564972000,1,2014-10-04T17:07:14,A,12.7,-40.93861771,-25.1291008
232987000,1,2014-10-04T17:07:14,A,1.3,-40.7232666,-22.82074928
258847000,1,2014-10-04T17:07:15,A,0.4,-40.04011917,-22.42033195
351597000,1,2014-10-04T17:07:16,A,0.1,-42.65896606,-24.5593338
232003890,1,2014-10-04T17:07:17,A,2.5,-40.62654114,-22.41751099
538005289,1,2014-10-04T17:07:17,A,0,-39.98983383,-21.24183273
370445000,1,2014-10-04T17:07:19,A,12.1,-38.64303589,-23.51216698
235093797,1,2014-10-04T17:07:25,A,10.8,-31.76783371,-25.72516632
710000595,1,2014-10-04T17:07:26,A,1.5,-42.0513649,-24.70514297
710001010,1,2014-10-04T17:07:28,A,7.1,-43.72866821,-24.43016624
538005534,3,2014-10-04T17:07:28,A,10,-28.14579964,-33.48148346
209174000,1,2014-10-04T17:07:31,A,0.1,-40.0679512,-22.43631744
241031000,1,2014-10-04T17:07:34,A,8.4,-24.62651634,-26.68734932
220581000,1,2014-10-04T17:07:35,A,0.3,-42.87731171,-25.20383072
367429780,1,2014-10-04T17:07:36,A,4.7,-40.14550018,-22.43983269
210933000,1,2014-10-04T17:07:36,A,8.9,-26.23407555,-29.32427979
351597000,1,2014-10-04T17:07:36,A,0,-42.65898514,-24.55934906
710008710,3,2014-10-04T17:07:39,A,9.6,-42.27692413,-23.16485023
566405000,1,2014-10-04T17:07:39,A,15.6,-25.51305389,-27.97485352
636014987,1,2014-10-04T17:07:39,A,10.1,-32.19448471,-22.61670303
538005076,1,2014-10-04T17:07:41,A,0.2,-41.06394577,-23.51308632
210933000,1,2014-10-04T17:07:45,A,8.9,-26.23360825,-29.32435989
566405000,1,2014-10-04T17:07:45,A,15.6,-25.51352119,-27.97475052
477098700,1,2014-10-04T17:07:45,A,9,-26.77088928,-32.10951614
235093797,1,2014-10-04T17:07:45,A,10.9,-31.76883316,-25.72483253
710000595,1,2014-10-04T17:07:48,A,2.2,-42.05119324,-24.70507813
710000391,3,2014-10-04T17:07:50,A,0.1,-45.38845444,-23.8035984
636015085,1,2014-10-04T17:07:50,A,9.5,-23.24481773,-27.31468391
311015700,1,2014-10-04T17:07:50,A,12.7,-34.39336777,-38.46815109
258859000,1,2014-10-04T17:07:51,A,6.1,-40.55635452,-20.78045273
538004437,1,2014-10-04T17:07:52,A,9.5,-33.42504883,-28.09212303
210933000,1,2014-10-04T17:07:55,A,8.9,-26.23313522,-29.32440758
710004470,1,2014-10-04T17:07:57,A,0.2,-43.78532791,-22.95471573
636015085,1,2014-10-04T17:07:59,A,9.5,-23.24523926,-27.3145771
636092499,1,2014-10-04T17:07:59,A,13.5,-41.10240173,-22.64075089
566458000,1,2014-10-04T17:08:00,A,1.8,-39.88999939,-22.12883377
538004437,1,2014-10-04T17:08:01,A,9.5,-33.42466354,-28.09233284
538005076,1,2014-10-04T17:08:01,A,0.1,-41.06393814,-23.51308632
636014212,1,2014-10-04T17:08:05,A,0.1,-40.20460129,-22.34788322
566405000,1,2014-10-04T17:08:09,A,15.8,-25.51546097,-27.97430611
477283000,1,2014-10-04T17:08:11,A,12.2,-21.68323708,-34.62651443
253353000,1,2014-10-04T17:08:13,A,6.4,-40.01544189,-22.37808418
240639000,1,2014-10-04T17:08:14,A,12.3,-34.33433151,-26.15533257
566405000,1,2014-10-04T17:08:15,A,15.7,-25.51594734,-27.97421074
247320600,1,2014-10-04T17:08:20,A,1,-40.62518692,-22.39149857
564935000,1,2014-10-04T17:08:25,A,10.4,-27.50353432,-24.42489815
258859000,1,2014-10-04T17:08:31,A,5.9,-40.55524063,-20.77989578
356770000,1,2014-10-04T17:08:40,A,8.4,-28.00131989,-29.51138687
256308000,1,2014-10-04T17:08:45,A,1023,-24.05214882,-31.30940628
710004470,1,2014-10-04T17:08:46,A,0.1,-43.78527832,-22.95474243
441011000,1,2014-10-04T17:08:57,A,10.3,-20.38439941,-31.20120049
354726000,1,2014-10-04T17:08:59,A,0,-46.19313431,-24.12821579
210842000,1,2014-10-04T17:09:03,A,12.1,-33.33173752,-33.25331497
538005246,1,2014-10-04T17:09:20,A,11,-32.6786499,-27.8553524
477902200,1,2014-10-04T17:09:23,A,10.4,-25.37536621,-35.0424118
373437000,1,2014-10-04T17:09:23,A,11.6,-45.32194901,-24.30648422
477902200,1,2014-10-04T17:09:43,A,10.4,-25.37652016,-35.04249954
572524210,1,2014-10-04T17:10:06,A,9.5,-32.3848381,-37.43075943
